nome,url,url_canonical,indirizzo,cap,citta,provincia,regione,paese,telefono,email,sito_web,padiglione,stand,coespositore,espositore_principale,partita_iva,marchi,categorie,descrizione
PET SOLUTIONS spa,https://dp-plast.fieramilano.it/exhibitor/746,https://dp-plast.fieramilano.it/exhibitor/746,Via G. Marconi 6,35010,BORGORICCO,PD,Veneto,Italy,+39 049 9335901,info@pegasoindustries.com,,,,,,,,,
BLAUWER spa,https://dp-plast.fieramilano.it/exhibitor/747,https://dp-plast.fieramilano.it/exhibitor/747,Via G. Marconi 6,35010,BORGORICCO,PD,Veneto,Italy,+39 049 9335901,info@pegasoindustries.com,,,,,,,,,
ERGOMEC srl,https://dp-plast.fieramilano.it/exhibitor/748,https://dp-plast.fieramilano.it/exhibitor/748,Via G. Marconi 6,35010,BORGORICCO,PD,Veneto,Italy,+39 049 9335901,info@pegasoindustries.com,,,,,,,,,
METAL PALLET®,https://dp-plast.fieramilano.it/exhibitor/749,https://dp-plast.fieramilano.it/exhibitor/749,Via Spello 3,12089,VILLANOVA MONDOVI',CN,Piemonte,Italy,+39 0174 699586,info@dhocarpenteria.com,,,,,,,,,CARPENTERIA METALLICA E REALIZZAZIONE DI METALPALLET PER LO STOCCAGGIO E LA MASSIMIZZAZIONE DEL MAGAZZINO E DEL TRASPORTO
ESTA,https://dp-plast.fieramilano.it/exhibitor/750,https://dp-plast.fieramilano.it/exhibitor/750,Via Brughiroli 6,21050,GORLA MAGGIORE,VA,Lombardia,Italy,+39 0331 607811,cossapolimeri@cossapolimeri.it,,,,,,,,,
ESTAGREEN,https://dp-plast.fieramilano.it/exhibitor/751,https://dp-plast.fieramilano.it/exhibitor/751,Via Brughiroli 6,21050,GORLA MAGGIORE,VA,Lombardia,Italy,+39 0331 607811,cossapolimeri@cossapolimeri.it,,,,,,,,,
ESTABIO,https://dp-plast.fieramilano.it/exhibitor/752,https://dp-plast.fieramilano.it/exhibitor/752,Via Brughiroli 6,21050,GORLA MAGGIORE,VA,Lombardia,Italy,+39 0331 607811,cossapolimeri@cossapolimeri.it,,,,,,,,,
ST BlowMoulding,https://dp-plast.fieramilano.it/exhibitor/753,https://dp-plast.fieramilano.it/exhibitor/753,Via Battaglia di Legnano,20823,LENTATE SUL SEVESO,MB,Lombardia,Italy,+39 039 2706234,sales@st-blowmoulding.com,,,,,,,,,
BABYPLAST,https://dp-plast.fieramilano.it/exhibitor/754,https://dp-plast.fieramilano.it/exhibitor/754,Via Rossini 7,23847,MOLTENO,LC,Lombardia,Italy,+39 031 3574961,info@babyplast.com,,,,,,,,,
SIGMASOFT,https://dp-plast.fieramilano.it/exhibitor/755,https://dp-plast.fieramilano.it/exhibitor/755,Via Isonzo 2,25047,DARFO BOARIO TERME,BS,Lombardia,Italy,+39 347 1434347,f.cabra@eng-service.it,,,,,,,,,
LA PRENSA GROUP,https://dp-plast.fieramilano.it/exhibitor/756,https://dp-plast.fieramilano.it/exhibitor/756,Via Strada ai Dossi di Le Mose 5/7,29100,PIACENZA,PC,Emilia-Romagna,Italy,+39 0523 592859,info@grafichelama.com,,,,,,,,,
PERKIN ELMER,https://dp-plast.fieramilano.it/exhibitor/758,https://dp-plast.fieramilano.it/exhibitor/758,Viale Piero E Alberto Pirelli 10/B,20126,MILANO,MI,Lombardia,Italy,+39 02 36012500,cc.italy@perkinelmer.com,http://www.perkinelmer.com,11,B122,,,,,,
SYTRAMA,https://dp-plast.fieramilano.it/exhibitor/759,https://dp-plast.fieramilano.it/exhibitor/759,Via Lombardia 30,20052,VIGNATE,MI,Lombardia,Italy,+39 02 9593981,info@roboline.it,,,,,,,,,
MASTIP,https://dp-plast.fieramilano.it/exhibitor/760,https://dp-plast.fieramilano.it/exhibitor/760,,90-651,"Avondale, Auckland",,,New Zealand,,,,,,,,,,SISTEMI A CANALI CALDI | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
OR LASERTECHNOLOGIE,https://dp-plast.fieramilano.it/exhibitor/761,https://dp-plast.fieramilano.it/exhibitor/761,,64846,Gross-Zimmern,,,Germany,,,,,,,,,,SALDATRICI A LASER | SALDATRICI PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
SEPRO,https://dp-plast.fieramilano.it/exhibitor/762,https://dp-plast.fieramilano.it/exhibitor/762,,85003,La Roche sur Yon,,,France,,,,,,,,,,"SEPARATORI DI MATEROZZE | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA, ALTRE | AUTOMAZIONE, ROBOTICA E INFORMATICA | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA",
HYDRA ELEKTROMEKANIK,https://dp-plast.fieramilano.it/exhibitor/763,https://dp-plast.fieramilano.it/exhibitor/763,,34959,Istanbul,,,Turkey,,,,,,,,,,ATTREZZATURE PER INCISIONE / PULIZIA STAMPI E FILIERE | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
FIEGE ELECTRONIC,https://dp-plast.fieramilano.it/exhibitor/764,https://dp-plast.fieramilano.it/exhibitor/764,,69469,Weinheim,,,Germany,,,,,,,,,,"DISPOSITIVI E SISTEMI DI CONTROLLO E SUPERVISIONE, ALTRI | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA",
DRAKAR AUTOMATION,https://dp-plast.fieramilano.it/exhibitor/765,https://dp-plast.fieramilano.it/exhibitor/765,,20093,COLOGNO MONZESE,MI,Lombardia,Italy,,,,,,,,,,"INGEGNERIA DI PRODUZIONE | AUTOMAZIONE, ROBOTICA E INFORMATICA | FABBRICAZIONE E PROCESSO | SERVIZI DI CONSULENZA E ORGANIZZAZIONI PER IL SETTORE DELLE MATERIE PLASTICHE E DELLA GOMMA",
MB ENGINEERING,https://dp-plast.fieramilano.it/exhibitor/766,https://dp-plast.fieramilano.it/exhibitor/766,,78589,Duerbheim,,,Germany,,,,,,,,,,SISTEMI DI ESTRAZIONE POLVERI E FUMI | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
REGLOPLAS,https://dp-plast.fieramilano.it/exhibitor/767,https://dp-plast.fieramilano.it/exhibitor/767,,09016,St. Gallen,,,Switzerland,,,,,,,,,,UNITÀ DI RISCALDAMENTO E RAFFREDDAMENTO PER STAMPI E FILIERE | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
FADO,https://dp-plast.fieramilano.it/exhibitor/768,https://dp-plast.fieramilano.it/exhibitor/768,,85862,Bydgoszcz,,,Poland,,,,,,,,,,ATTREZZATURE PER INCISIONE / PULIZIA STAMPI E FILIERE | STAMPI E FILIERE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
MULTIPLAS,https://dp-plast.fieramilano.it/exhibitor/769,https://dp-plast.fieramilano.it/exhibitor/769,,33383,"Gueishan, Taoyuan",,,Taiwan,,,,,,,,,,MACCHINE A INIEZIONE PER TERMOPLASTICI OLTRE 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER GOMMA | MACCHINE A INIEZIONE PER MULTICOMPONENTI | MACCHINE A INIEZIONE MULTISTAZIONE | MACCHINE A INIEZIONE PER TERMOPLASTICI FINO A 250 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 4000 KN FINO A 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 250 KN FINO A 1000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 1000 KN FINO A 4000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOINDURENTI | MACCHINE A INIEZIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
BORCHE MACHINERY,https://dp-plast.fieramilano.it/exhibitor/770,https://dp-plast.fieramilano.it/exhibitor/770,,511340,Guangdong Province,,,China,,,,,,,,,,MACCHINE A INIEZIONE PER TERMOPLASTICI OLTRE 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER MULTICOMPONENTI | MACCHINE A INIEZIONE MULTISTAZIONE | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 4000 KN FINO A 10000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 250 KN FINO A 1000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 1000 KN FINO A 4000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOINDURENTI | MACCHINE A INIEZIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
MAHLO ITALIA,https://dp-plast.fieramilano.it/exhibitor/771,https://dp-plast.fieramilano.it/exhibitor/771,,21020,DAVERIO,VA,Lombardia,Italy,,,,,,,,,,,
PROMIX SOLUTIONS,https://dp-plast.fieramilano.it/exhibitor/772,https://dp-plast.fieramilano.it/exhibitor/772,,22076,MOZZATE,CO,Lombardia,Italy,,,,,,,,,,,
POLYKEMI,https://dp-plast.fieramilano.it/exhibitor/773,https://dp-plast.fieramilano.it/exhibitor/773,,27139,Ystad,,,Sweden,,,,,,,,,,"POLIAMMIDE 6 (PA 6) | POLIAMMIDE 66 (PA 66) | POLIBUTILENTEREFTALATO (PBT) | POLIAMMIDICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | POLIESTERI TERMOPLASTICI",
HUNTSMAN HOLLAND,https://dp-plast.fieramilano.it/exhibitor/774,https://dp-plast.fieramilano.it/exhibitor/774,,3180 AA,Rozenburg,,,Netherlands,,,,,,,,,,"ELASTOMERI TERMOPLASTICI (TPE) | ELASTOMERI | MATERIE PRIME, RIGENERATE E COMPOSITI",
RIVA TOZ BOYA,https://dp-plast.fieramilano.it/exhibitor/775,https://dp-plast.fieramilano.it/exhibitor/775,,41400,"Gebze, Kocaeli",,,Turkey,,,,,,,,,,"ELASTOMERI TERMOPLASTICI (TPE) | ELASTOMERI | MATERIE PRIME, RIGENERATE E COMPOSITI",
AGC CHEMICALS,https://dp-plast.fieramilano.it/exhibitor/776,https://dp-plast.fieramilano.it/exhibitor/776,,FY5 4QD,Thornton-Cleveleys,,,United Kingdom of Great Britain and Northern Ireland,,,,,,,,,,"ALTRI FLUOROPOLIMERI | POLITETRAFLUORETILENE (PTFE) | LUBRIFICANTI | FLUOROPOLIMERI | MATERIE PRIME, RIGENERATE E COMPOSITI | ALTRI ADDITIVI E AUSILIARI DI PROCESSO",
KRATON POLYMERS,https://dp-plast.fieramilano.it/exhibitor/777,https://dp-plast.fieramilano.it/exhibitor/777,,1322,Almere CE,,,Netherlands,,,,,,,,,,"ELASTOMERI A BLOCCHI STIRENICI (SIS, SBS, SEBS) | ELASTOMERI | MATERIE PRIME, RIGENERATE E COMPOSITI",
ARKEMA FRANCE,https://dp-plast.fieramilano.it/exhibitor/778,https://dp-plast.fieramilano.it/exhibitor/778,,92800,"Puteaux, La Defense",,,France,,,,,,,,,,"POLIAMMIDE 11 (PA 11) | POLIAMMIDE 12 (PA 12) | POLIAMMIDICHE | MATERIE PRIME, RIGENERATE E COMPOSITI",
WITTENBURG,https://dp-plast.fieramilano.it/exhibitor/779,https://dp-plast.fieramilano.it/exhibitor/779,,3899 AK,Zeewolde,,,Netherlands,,,,,,,,,,"ELASTOMERI TERMOPLASTICI (TPE) | ELASTOMERI | MATERIE PRIME, RIGENERATE E COMPOSITI",
OXERRA,https://dp-plast.fieramilano.it/exhibitor/780,https://dp-plast.fieramilano.it/exhibitor/780,,9400,Ninove,,,Belgium,,,,,,,,,,"PIGMENTI IN POLVERE | PIGMENTI, COLORANTI E MASTERBATCH | MATERIE PRIME, RIGENERATE E COMPOSITI",
ARKEMA,https://dp-plast.fieramilano.it/exhibitor/781,https://dp-plast.fieramilano.it/exhibitor/781,,,MILANO,MI,Lombardia,Italy,,,,,,,,,,"VULCANIZZANTI | RETICOLANTI | ALTRI ADDITIVI E AUSILIARI DI PROCESSO | MATERIE PRIME, RIGENERATE E COMPOSITI",
TIDE OCEAN,https://dp-plast.fieramilano.it/exhibitor/782,https://dp-plast.fieramilano.it/exhibitor/782,,4056,Basel,,,Switzerland,,,,,,,,,,"POLIETILENTEREFTALATO (PET) | POLIETILENE RIGENERATO (R PE) | POLIESTERI TERMOPLASTICI | MATERIE PRIME, RIGENERATE E COMPOSITI | POLIOLEFINICHE",
EASTMAN,https://dp-plast.fieramilano.it/exhibitor/783,https://dp-plast.fieramilano.it/exhibitor/783,,20124,MILANO,MI,Lombardia,Italy,,,,,,,,,,"ALTRI COPOLIMERI | VULCANIZZANTI | ACRILICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | ALTRI ADDITIVI E AUSILIARI DI PROCESSO",
MONTECH,https://dp-plast.fieramilano.it/exhibitor/784,https://dp-plast.fieramilano.it/exhibitor/784,,74722,Buchen,,,Germany,,,,,,,,,,"PRESSE, ALTRE | PRESSE A COMPRESSIONE E TRANSFER | FUSTELLATRICI E PERFORATRICI | ALTRE APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ REOLOGICHE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | PRESSE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE PER LAVORAZIONE SECONDARIA DI  MATERIE PLASTICHE E GOMMA | CONTROLLI DI PROCESSO | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO",
AMETEK TEST CALIBRATION AND GAUGE,https://dp-plast.fieramilano.it/exhibitor/785,https://dp-plast.fieramilano.it/exhibitor/785,,33773,"Largo, FL",,,United States of America,,,,,,,,,,"ALTRE APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | CONTROLLI DI PROCESSO | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO",
TAGARNO,https://dp-plast.fieramilano.it/exhibitor/786,https://dp-plast.fieramilano.it/exhibitor/786,,8700,Horsens,,,Denmark,,,,,,,,,,"DISPOSITIVI E SISTEMI DI CONTROLLO E SUPERVISIONE, ALTRI | APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO",
TECHLAB SYSTEMS,https://dp-plast.fieramilano.it/exhibitor/787,https://dp-plast.fieramilano.it/exhibitor/787,,20100,Lezo,,,Spain,,,,,,,,,,"ALTRE APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | CONTROLLI DI PROCESSO | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO",
ELASTOCON,https://dp-plast.fieramilano.it/exhibitor/788,https://dp-plast.fieramilano.it/exhibitor/788,,50730,Brämhult,,,Sweden,,,,,,,,,,"ALTRE APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER INVECCHIAMENTO ARTIFICIALE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ TERMICHE | APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | CONTROLLI DI PROCESSO | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO",
USON,https://dp-plast.fieramilano.it/exhibitor/789,https://dp-plast.fieramilano.it/exhibitor/789,,77041,"Houston, TX",,,United States of America,,,,,,,,,,"ALTRE APPARECCHIATURE PER MISURE E PROVE PER PROPRIETÀ MECCANICHE E DINAMICHE | APPARECCHIATURE PER CONTROLLI E PROVE, ALTRE | CONTROLLI DI PROCESSO | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | APPARECCHIATURE PER CONTROLLI E PROVE DI LABORATORIO",
EASTMAN CHEMICAL,https://dp-plast.fieramilano.it/exhibitor/790,https://dp-plast.fieramilano.it/exhibitor/790,,37662,"Kingsport, TN",,,United States of America,,,,,,,,,,"POLIETILENTEREFTALATO (PET) | ALTRI COPOLIMERI | LEGHE | POLIESTERI TERMOPLASTICI | MATERIE PRIME, RIGENERATE E COMPOSITI",
EMS GRIVORY,https://dp-plast.fieramilano.it/exhibitor/791,https://dp-plast.fieramilano.it/exhibitor/791,,7013,Domat/Ems,,,Switzerland,,,,,,,,,,"POLIAMMIDE 6 (PA 6) | POLIAMMIDE 66 (PA 66) | POLIAMMIDE 12 (PA 12) | COPOLIMERI | POLIAMMIDICHE | MATERIE PRIME, RIGENERATE E COMPOSITI",
TEKNOR,https://dp-plast.fieramilano.it/exhibitor/792,https://dp-plast.fieramilano.it/exhibitor/792,,91541,Rothenburg ob der Taube,,,Germany,,,,,,,,,,"POLIAMMIDE 6 (PA 6) | POLIAMMIDE 66 (PA 66) | COPOLIMERI | LEGHE E MISCELE | POLIBUTILENTEREFTALATO (PBT) | POLICARBONATO (PC) | COPOLIMERI DI POLIPROPILENE (PPCP) | ELASTOMERI A BLOCCHI STIRENICI (SIS, SBS, SEBS) | ETILENE-PROPILENE (EPR, EPDM) | ELASTOMERI TERMOPLASTICI (TPE) | POLIAMMIDICHE | MATERIE PRIME, RIGENERATE E COMPOSITI | POLIESTERI TERMOPLASTICI | POLIOLEFINICHE | ELASTOMERI",
KAMIN,https://dp-plast.fieramilano.it/exhibitor/793,https://dp-plast.fieramilano.it/exhibitor/793,,31210,"Macon, GA",,,United States of America,,,,,,,,,,"CARICHE E RIEMPITIVI MINERALI | CARICHE E RINFORZI | MATERIE PRIME, RIGENERATE E COMPOSITI",
PARKER LORD,https://dp-plast.fieramilano.it/exhibitor/794,https://dp-plast.fieramilano.it/exhibitor/794,,41836,Hückelhoven,,,Germany,,,,,,,,,,"ADESIVIZZANTI | DISTACCANTI | VERNICI | ALTRI ADDITIVI E AUSILIARI DI PROCESSO | MATERIE PRIME, RIGENERATE E COMPOSITI",
RADIANT COLOR,https://dp-plast.fieramilano.it/exhibitor/795,https://dp-plast.fieramilano.it/exhibitor/795,,3530,Houthalen,,,Belgium,,,,,,,,,,"PIGMENTI IN POLVERE | PIGMENTI, COLORANTI E MASTERBATCH | MATERIE PRIME, RIGENERATE E COMPOSITI",
CMMP,https://dp-plast.fieramilano.it/exhibitor/796,https://dp-plast.fieramilano.it/exhibitor/796,,75008,Paris,,,France,,,,,,,,,,"CARICHE E RIEMPITIVI MINERALI | CARICHE E RINFORZI | MATERIE PRIME, RIGENERATE E COMPOSITI",
MATSUI,https://dp-plast.fieramilano.it/exhibitor/797,https://dp-plast.fieramilano.it/exhibitor/797,,90248,"Gardena, CA",,,United States of America,,,,,,,,,,"PIGMENTI IN POLVERE | PIGMENTI, COLORANTI E MASTERBATCH | MATERIE PRIME, RIGENERATE E COMPOSITI",
TINOX,https://dp-plast.fieramilano.it/exhibitor/798,https://dp-plast.fieramilano.it/exhibitor/798,,40547,Düsseldorf,,,Germany,,,,,,,,,,"CARICHE E RIEMPITIVI MINERALI | CARICHE E RINFORZI | MATERIE PRIME, RIGENERATE E COMPOSITI",
G&C COLORS,https://dp-plast.fieramilano.it/exhibitor/799,https://dp-plast.fieramilano.it/exhibitor/799,,30562,"Ceuti, Murcia",,,Spain,,,,,,,,,,"PIGMENTI IN POLVERE | PIGMENTI, COLORANTI E MASTERBATCH | MATERIE PRIME, RIGENERATE E COMPOSITI",
VIAVI SOLUTIONS,https://dp-plast.fieramilano.it/exhibitor/800,https://dp-plast.fieramilano.it/exhibitor/800,,95407,"Santa Rosa, CA",,,United States of America,,,,,,,,,,"PIGMENTI IN POLVERE | PIGMENTI, COLORANTI E MASTERBATCH | MATERIE PRIME, RIGENERATE E COMPOSITI",
ALBA ALLUMINIU,https://dp-plast.fieramilano.it/exhibitor/801,https://dp-plast.fieramilano.it/exhibitor/801,,516100,"Zlatna, Alba County",,,Romania,,,,,,,,,,"PIGMENTI IN POLVERE | PIGMENTI, COLORANTI E MASTERBATCH | MATERIE PRIME, RIGENERATE E COMPOSITI",
MIXACO,https://dp-plast.fieramilano.it/exhibitor/802,https://dp-plast.fieramilano.it/exhibitor/802,,58809,Neuenrade,,,Germany,,,,,,,,,,MISCELATORI DI TIPO CONTINUO PER SOLIDI,
KUBOTA,https://dp-plast.fieramilano.it/exhibitor/803,https://dp-plast.fieramilano.it/exhibitor/803,,47055,Duisburg,,,Germany,,,,,,,,,,"MACCHINE PER LA LAVORAZIONE DELLA GOMMA, ALTRE | MACCHINE TRASFORMATRICI PER  MATERIE PLASTICHE E GOMMA,ALTRE | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA",
VIBROWEST,https://dp-plast.fieramilano.it/exhibitor/804,https://dp-plast.fieramilano.it/exhibitor/804,,20812,LIMBIATE,MB,Lombardia,Italy,,,,,,,,,,DOSATORI E MISCELATORI | SEPARATORI DI MATEROZZE | SEPARATORI DI METALLI | TRASPORTATORI A SPIRALE | MACCHINE PER RIM (REACTION INJECTION MOULDING) | MACCHINE PER ESPANSI E RESINE REATTIVE O RINFORZATE | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA | ATTREZZATURE AUSILIARIE PER LA LAVORAZIONE DI  MATERIE PLASTICHE E GOMMA,
BAY PLASTICS,https://dp-plast.fieramilano.it/exhibitor/805,https://dp-plast.fieramilano.it/exhibitor/805,,48706,"Bay City, MI",,,United States of America,,,,,,,,,,PELLETTIZZATORI | MACCHINE E ATTREZZATURE PER LA PREPARAZIONE E IL RICICLAGGIO DELLE MATERIE PLASTICHE E DELLA GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
DR BOY,https://dp-plast.fieramilano.it/exhibitor/806,https://dp-plast.fieramilano.it/exhibitor/806,,53577,Neustadt-Fernthal,,,Germany,,,,,,,,,,MACCHINE A INIEZIONE PER GOMMA | MACCHINE A INIEZIONE PER MULTICOMPONENTI | MACCHINE A INIEZIONE PER TERMOPLASTICI FINO A 250 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 250 KN FINO A 1000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOPLASTICI DA 1000 KN FINO A 4000 KN DI FORZA DI CHIUSURA | MACCHINE A INIEZIONE PER TERMOINDURENTI | MACCHINE A INIEZIONE PER  MATERIE PLASTICHE E GOMMA | MACCHINE E ATTREZZATURE PER L'INDUSTRIA DELLE MATERIE PLASTICHE E DELLA GOMMA,
SAMYANG,https://dp-plast.fieramilano.it/exhibitor/807,https://dp-plast.fieramilano.it/exhibitor/807,,,Seoul,,,Korea (the Republic of),,,,,,,,,,"POLICARBONATO (PC) | POLIETILENTEREFTALATO (PET) | POLIESTERI TERMOPLASTICI | MATERIE PRIME, RIGENERATE E COMPOSITI",
